imputed_data_NYU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
School,academic_division,Year,Job Relatedness,Salary,Benefits,Job security,Job location,Opportunity_for_advancement,Intellectual_challenge,Level_of_responsibility,Degree_of_independence, Contribution_to_society,Work-life_balance,Prestige_of_employer,Prestige_of_position/job title,Change_in_career,Achievement/effort,Adaptability/flexibility,Analytical_thinking,Attention_to_detail,Concern_for_others,Cooperation,Dependability,Independence,Initiative,Innovation,Integrity,Leadership,Persistence,Resilience,Rigor,Risk-taking,Self-control,Social_orientation,Stress_tolerance,Basic_research,Applied_research,Development,Applying_research,Awareness_cultural,Communicating_ideas,Conducting_research,Critically_analyzing_and_evaluating, Demonstrating_theoretical_and_practical_understanding,Developing_new_ideas, Grant_writing,Influencing_others,Valuing_others,Working_constructively,Navigating_politics,Internship,prepare_job_materials,Individual_development_plan,Comprehensive_examination,Doctoral_dissertation_process,Citizenship,Income,Survey_Year
Missing,American Studies,1995,5,4,4,5,5,2,4,5,5,5,1,1,2,0,4,5,4,4,5,5,1,4,4,1,5,4,2,2,2,1,2,5,1,1,0,0,5,5,2,5,1,5,0,1,2,5,4,2,2,2,3,4,4,Missing,Missing,2023
Missing,Missing,Missing,5,3,3,2,3,3,5,3,4,4,4,2,3,3,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,4,3,4,3,4,4,4,1,4,4,4,2,3,3,3,3,3,Missing,Missing,2023
Missing,Missing,Missing,5,3,3,2,3,3,5,3,4,4,4,2,3,3,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,4,3,4,3,4,4,4,1,4,4,4,2,3,3,3,3,3,Missing,Missing,2023
Missing,Performance Studies,Missing,5,3,3,1,4,3,5,3,4,4,4,3,3,3,5,3,5,5,3,4,5,4,5,4,3,3,5,4,4,2,4,3,4,1,0,1,4,3,4,3,4,4,4,1,4,4,4,2,3,3,3,3,3,Missing,Missing,2023
Missing,American Studies,2006,5,3,3,2,3,3,5,3,4,4,4,2,3,3,4,3,5,4,2,4,4,4,5,4,3,3,4,4,4,2,4,2,4,1,0,1,5,4,4,4,4,4,3,2,4,4,4,3,3,3,3,3,3,Missing,Missing,2023
Missing,Politics,2012,5,4,4,5,4,4,5,0,0,0,0,5,4,0,5,5,5,5,0,5,5,5,0,0,5,5,5,5,5,0,5,0,5,1,0,1,3,2,3,4,4,3,3,1,3,3,4,1,2,1,3,3,3,Missing,Missing,2023
Missing,Missing,Year,4,3,3,3,3,3,4,3,4,3,3,2,2,1,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,2,4,3,4,1,1,0,4,3,3,4,4,4,3,2,3,3,3,2,2,3,3,2,3,"If you are hiring an early career Ph.D. degree holder to work for you, which of the following experiences do you want the job applicant to have before coming to work for you? (Select all that apply.) - Selected Choice",Year,2022
Missing,Missing,"{""ImportId"":""QID4_TEXT""}",4,3,3,3,3,3,4,3,4,3,3,2,2,1,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,2,4,3,4,1,1,0,4,3,3,4,4,4,3,2,3,3,3,2,2,3,3,2,3,Missing,Missing,2022
Missing,American Studies,2015,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,5,4,2,5,5,2,4,5,5,5,4,5,4,4,4,3,2,"International experience outside the U.S.,Individual Development Plan",1998,2024
Missing,Anthropology,2001,5,4,3,3,3,3,4,3,3,3,2,3,3,1,4,4,4,5,2,4,4,3,4,3,5,2,4,4,4,3,3,3,4,1,1,0,2,1,2,3,4,3,3,3,2,2,2,2,3,2,2,2,3,Internship,1989,2024
Missing,Basic Medical Sciences,2016,5,4,5,4,4,5,5,4,4,4,5,4,4,4,5,5,5,5,2,5,5,2,5,5,5,4,5,4,5,0,4,2,5,0,1,1,5,5,5,5,5,5,5,4,2,5,5,0,3,4,3,3,4,Internship,1989,2024
Missing,Neural Science,2012,0,4,4,4,4,2,2,4,4,4,4,1,4,1,4,4,4,4,5,4,4,4,2,2,4,2,5,5,4,2,4,4,5,1,1,1,4,4,4,4,4,4,4,2,4,4,4,4,1,4,4,4,3,Missing,1988,2024
Missing,Basic Medical Sciences,2008,5,2,1,1,4,2,2,2,2,4,4,0,0,0,2,1,4,4,2,2,2,1,2,1,4,4,4,0,5,2,0,0,1,1,0,0,5,2,2,2,4,4,4,1,2,2,2,1,0,4,1,0,1,"Program or experience to prepare job materials,Individual Development Plan",1986,2024
Missing,Psychology,2010,4,2,1,4,0,4,5,4,4,5,5,4,1,0,4,2,5,4,2,4,4,5,4,5,4,2,2,1,5,0,1,2,2,0,0,0,4,2,4,2,4,4,5,2,2,4,2,1,2,2,2,3,2,Internship,Missing,2024
Missing,History,2009,4,2,4,4,4,2,4,1,1,4,4,2,0,0,4,5,5,2,5,5,5,2,4,1,5,4,5,5,1,1,2,4,5,1,1,1,4,5,5,5,5,5,2,1,5,5,5,2,4,3,4,4,4,Missing,1982,2024
Missing,Sociology,2009,5,4,4,4,4,4,4,4,2,4,1,1,2,0,5,1,5,4,4,2,2,2,5,1,4,2,5,4,4,2,5,4,4,1,0,0,4,4,4,4,4,5,2,0,1,2,2,2,2,3,3,3,4,Program or experience to prepare job materials,1984,2024
Missing,Chemistry,2010,4,5,5,2,1,4,2,2,2,2,4,1,2,2,2,2,2,4,2,5,5,4,2,4,4,2,2,1,4,2,2,4,2,0,0,0,5,1,5,4,5,5,4,2,2,2,4,1,4,0,2,1,2,Missing,1988,2024
Missing,Neural Science,2010,5,5,5,4,5,2,5,4,4,4,5,2,2,5,5,5,5,5,2,5,5,5,5,5,5,1,5,5,5,1,2,4,5,0,0,0,5,2,5,5,5,5,5,1,4,2,5,1,4,3,3,4,4,Missing,1988,2024
Missing,Hebrew & Judaic Studies/History,2015,0,4,0,2,5,5,2,5,5,0,4,0,1,2,5,2,4,4,4,2,4,5,5,1,5,5,5,1,4,1,4,5,2,0,1,0,4,2,5,1,5,5,4,2,2,4,5,1,4,4,3,0,3,"Internship,Coursework outside their discipline",1992,2024
Missing,Sociology,2008,5,5,5,5,5,4,5,5,5,5,5,2,2,2,5,5,5,5,5,4,5,4,4,2,5,2,4,4,4,1,5,2,4,1,0,0,4,2,2,5,4,4,4,0,0,4,2,1,4,1,3,4,4,Study / collaborate at U.S. institution other than their own,1982,2024
Missing,Biology,2013,5,5,4,2,4,4,5,4,5,1,4,1,4,0,5,5,5,5,1,4,4,5,5,5,5,2,5,4,5,4,1,1,5,1,1,1,2,0,2,1,4,4,1,2,1,1,1,0,4,3,2,0,1,Missing,1989,2024
Missing,Basic Medical Sciences,2014,4,1,0,0,1,5,5,4,2,5,1,4,1,0,5,5,5,5,5,5,5,2,5,1,5,5,5,5,5,1,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,2,0,1,3,Missing,1990,2024
Missing,Spanish & Portuguese Languages & Literatures,2009,5,4,2,2,5,2,4,2,2,4,4,0,0,2,4,5,5,4,2,4,4,4,4,2,4,5,4,4,2,2,4,4,5,0,0,0,2,2,4,4,4,4,4,1,2,2,2,2,4,3,3,0,4,"Internship,Coursework outside their discipline",1986,2024
Missing,Performance Studies,2009,5,3,3,2,4,2,3,3,4,4,4,2,1,3,4,5,4,4,4,3,4,5,4,3,5,1,3,4,3,2,2,3,3,1,0,0,4,4,4,4,4,4,5,3,3,4,4,3,2,3,3,3,3,Missing,1983,2024
Missing,Anthropology,2012,0,5,0,0,5,2,5,0,5,0,5,0,0,5,5,5,5,5,0,2,5,5,5,2,0,1,5,5,5,0,0,0,5,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,Other (please specify),1982,2024
Missing,Sociology,2015,5,5,5,5,5,4,2,5,2,2,5,5,5,0,4,5,5,4,2,4,4,4,5,5,4,4,4,4,4,4,2,2,4,1,0,0,5,4,4,4,5,4,4,1,4,2,4,2,4,0,0,2,2,Internship,1985,2024
Missing,Mathematics,2016,5,2,1,2,2,2,2,2,4,2,4,1,1,0,4,5,5,4,4,5,5,4,4,4,4,4,5,4,2,2,4,2,5,1,1,0,5,2,4,5,5,5,4,1,2,4,5,2,4,4,4,3,4,"Internship,Study / collaborate at U.S. institution other than their own,Coursework outside their discipline",1994,2024
Missing,Economics,2015,5,0,0,0,0,5,5,1,4,4,0,2,2,0,4,4,4,4,0,1,1,4,4,4,4,2,4,5,5,4,4,0,4,1,0,1,4,0,2,2,4,4,5,2,2,1,4,4,3,4,4,0,4,Missing,1989,2024
Missing,Anthropology,2009,5,4,4,1,5,2,5,5,5,5,1,2,4,0,5,5,4,4,4,2,2,5,5,4,4,5,5,5,4,1,4,4,5,1,0,0,5,5,5,5,5,5,5,4,5,5,4,2,2,1,1,2,4,"International experience outside the U.S.,Study / collaborate at U.S. institution other than their own,Program or experience to prepare job materials",1987,2024
Missing,Spanish & Portuguese Languages & Literatures,2007,4,2,4,2,4,4,4,2,5,4,2,4,2,2,4,5,4,4,5,4,4,4,5,5,5,2,2,4,4,4,4,5,2,1,1,0,4,4,4,2,4,2,5,1,4,5,1,2,4,2,2,1,4,"International experience outside the U.S.,Other (please specify)",1980,2024
Missing,Mathematics,2011,5,2,4,5,5,5,5,5,5,5,2,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,Missing,1989,2024
Missing,History,2014,5,2,4,4,4,2,4,0,4,2,4,2,2,0,2,4,4,4,4,4,4,4,2,1,4,1,4,4,4,1,4,2,4,1,0,0,2,2,4,2,4,4,2,4,2,2,4,2,4,3,4,3,4,"International experience outside the U.S.,Program or experience to prepare job materials",1976,2024
Missing,Politics,2012,4,4,4,4,4,2,4,4,4,2,0,4,1,1,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,4,5,0,5,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,Individual Development Plan,1983,2024
Missing,Economics,2012,4,2,2,2,5,1,4,2,4,4,5,0,0,0,4,4,5,5,4,4,4,5,5,1,4,2,2,2,2,0,0,2,2,1,1,0,1,4,2,5,4,4,1,0,1,2,2,4,3,0,2,4,2,"Coursework outside their discipline,Program or experience to prepare job materials",1988,2024
Missing,Economics,2015,5,2,2,4,2,5,4,4,2,5,5,5,5,2,5,4,5,5,4,5,5,5,5,4,5,4,4,4,4,4,4,4,5,1,1,0,5,4,5,5,5,5,5,4,5,4,4,2,4,4,3,2,4,"Internship,Program or experience to prepare job materials",1992,2024
Missing,Sociology,2008,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,1,0,0,5,5,5,5,5,4,2,1,5,5,5,5,3,3,3,0,3,Missing,1981,2024
Missing,Basic Medical Sciences,2001,4,4,5,5,4,4,4,5,4,5,5,4,4,2,5,5,5,4,2,5,4,4,5,4,5,5,2,5,4,5,4,2,2,0,0,0,2,4,4,4,5,4,4,2,4,5,5,2,4,4,4,4,4,"Internship,Coursework outside their discipline,Program or experience to prepare job materials",1976,2024
Missing,Basic Medical Sciences,2009,4,5,4,2,4,4,4,1,4,2,5,4,1,4,5,4,5,5,2,4,5,5,5,4,4,2,5,5,5,2,5,2,4,1,0,0,2,2,5,5,5,5,2,2,5,2,5,1,4,3,4,4,4,Missing,1984,2024
Missing,Psychology,2014,5,2,4,2,5,2,4,4,4,5,4,2,4,0,2,2,5,5,5,2,5,4,2,2,5,4,4,1,2,1,2,5,4,1,0,0,5,2,5,4,5,5,4,4,5,2,4,1,3,4,4,4,3,Missing,1990,2024
Missing,Hebrew & Judaic Studies,2014,5,4,4,5,2,4,4,1,2,2,4,2,2,0,4,2,5,1,4,2,2,5,4,2,4,2,2,2,4,0,4,4,2,1,0,0,2,1,2,1,2,2,1,1,2,2,2,1,3,1,4,4,4,Missing,1988,2024
Missing,"Fine Arts, Institute of",2009,5,5,2,5,5,2,4,5,4,2,4,4,4,4,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,2,2,5,5,0,1,1,5,1,2,5,5,5,2,1,2,2,1,1,2,0,3,4,4,"Internship,International experience outside the U.S.,Program or experience to prepare job materials",Missing,2024
Missing,"Fine Arts, Institute of",2008,5,2,2,4,5,2,2,2,2,2,4,2,2,0,4,4,2,4,2,4,4,2,2,1,4,2,2,4,2,1,0,4,4,1,0,0,4,2,4,1,4,4,4,1,1,1,2,1,3,3,2,4,4,Missing,1980,2024
Missing,Psychology,2015,5,4,4,5,5,4,5,4,5,4,4,5,5,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,2,1,0,0,3,3,3,3,4,4,3,2,2,3,3,2,2,2,3,2,2,Study / collaborate at U.S. institution other than their own,1990,2024
Missing,"Fine Arts, Institute of",1991,5,2,4,2,5,4,5,4,4,4,2,4,5,0,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,2,4,4,4,1,1,1,2,2,2,2,2,1,2,0,1,2,2,2,4,3,3,2,2,Missing,1968,2024
Missing,"Fine Arts, Institute of",2013,4,0,0,0,5,1,4,2,2,4,2,0,0,4,2,4,4,5,2,1,5,5,5,0,5,1,2,1,5,0,2,2,2,0,1,1,2,4,2,5,2,5,4,1,1,5,2,0,1,2,2,0,3,"Internship,International experience outside the U.S.,Individual Development Plan",1983,2024
Missing,History,2009,5,1,4,2,2,2,2,2,2,2,4,1,1,0,2,2,4,2,4,4,2,2,2,2,4,2,2,2,2,2,2,2,2,1,1,0,2,4,2,4,4,4,4,1,2,4,4,1,4,3,4,1,3,Missing,1984,2024
Missing,Sociology,2010,5,2,1,2,1,5,5,2,5,5,0,5,5,0,5,2,5,5,2,4,2,5,5,5,5,2,5,5,5,2,2,2,2,1,1,1,4,2,4,2,5,4,4,1,4,4,2,1,2,3,3,1,3,Missing,1982,2024
Missing,Neural Science,2011,5,4,4,5,5,5,5,4,5,4,4,1,1,0,2,5,5,5,4,4,4,4,5,4,5,5,5,4,2,2,2,0,2,0,1,1,5,0,4,4,4,4,2,4,2,0,0,0,4,4,2,0,2,"Internship,Study / collaborate at U.S. institution other than their own,Individual Development Plan",1987,2024
Missing,Physics,2018,4,4,4,5,0,4,5,4,1,2,0,5,5,4,5,4,4,5,2,4,4,2,2,2,4,4,2,4,4,2,4,1,4,1,1,1,4,2,2,4,5,4,2,2,2,4,1,1,4,4,4,3,1,"Internship,Coursework outside their discipline,Program or experience to prepare job materials,Individual Development Plan",Missing,2024
Missing,Economics,2014,4,5,4,4,5,2,1,1,1,0,1,1,1,0,5,4,5,5,5,5,2,5,4,1,4,2,1,1,2,1,0,1,2,1,0,0,5,0,1,5,5,2,4,0,0,0,0,0,0,0,0,1,3,Internship,1990,2024
Missing,Biology,2008,4,4,5,4,5,5,5,4,2,5,1,5,2,5,4,5,5,5,2,5,5,4,4,5,5,2,2,4,5,2,4,1,5,1,1,0,2,1,4,5,5,2,4,4,2,4,2,2,4,4,2,4,4,Program or experience to prepare job materials,Missing,2024
Missing,English,2014,4,1,1,4,1,0,4,1,1,4,2,1,1,2,4,5,5,5,5,5,4,4,1,4,5,1,5,4,4,2,4,5,5,0,1,1,4,5,5,5,5,4,5,2,4,5,4,4,2,4,3,4,4,Other (please specify),1987,2024
Missing,American Studies,2005,5,2,5,4,4,5,4,4,5,5,5,1,2,2,4,4,5,2,4,5,4,5,2,4,5,5,5,5,4,2,4,2,5,1,0,0,2,2,2,4,5,2,5,0,0,4,0,1,3,2,3,3,3,"Coursework outside their discipline,Program or experience to prepare job materials,Individual Development Plan,Other (please specify)",1972,2024
Missing,Sociology,2008,5,1,4,5,4,5,5,0,5,4,2,1,4,0,5,2,5,5,0,2,2,5,5,2,1,2,5,5,5,1,5,2,5,1,1,1,2,0,1,1,2,2,0,0,1,2,1,2,3,0,1,1,2,"Program or experience to prepare job materials,Individual Development Plan",1986,2024
Missing,Mathematics,2010,5,5,5,5,5,5,5,2,4,2,4,4,2,2,4,5,5,4,5,4,5,5,5,4,2,5,5,5,4,4,4,1,5,1,0,1,5,1,5,2,5,4,2,2,4,4,2,2,4,1,4,3,0,Missing,1988,2024
Missing,History,2005,5,4,2,4,4,2,4,2,4,2,1,4,4,0,5,5,5,5,2,2,5,4,4,4,5,4,5,5,5,4,5,2,5,0,0,0,5,5,5,5,5,5,5,4,5,5,4,2,3,3,4,4,4,Missing,1980,2024
Missing,American Studies,2008,5,2,4,4,2,4,4,2,4,4,4,2,2,4,5,5,5,4,4,4,4,5,4,5,5,5,5,5,4,2,4,4,5,1,0,0,2,5,2,4,4,5,5,2,2,2,4,5,4,3,3,2,4,"Study / collaborate at U.S. institution other than their own,Coursework outside their discipline,Program or experience to prepare job materials,Individual Development Plan",1985,2024
Missing,Anthropology,2012,5,5,5,5,4,2,4,2,2,2,4,2,2,1,5,4,5,5,5,5,5,5,4,1,5,4,4,5,2,1,5,5,4,0,0,1,0,2,1,2,1,1,0,1,0,1,0,0,3,1,2,1,2,Missing,1989,2024
Missing,English,2007,4,5,5,5,5,0,1,4,5,5,5,0,0,2,5,5,5,5,5,5,5,5,5,5,5,2,5,4,5,2,5,5,5,0,0,0,5,0,5,2,5,5,2,2,0,4,0,0,4,3,2,2,4,Other (please specify),1979,2024
Missing,Spanish & Portuguese Languages & Literatures,2005,5,5,5,5,5,2,4,2,4,5,4,5,4,2,4,5,4,5,5,4,5,5,5,4,5,5,4,5,4,2,5,4,5,0,0,1,2,1,1,2,2,0,2,0,1,1,2,0,3,1,3,0,1,Other (please specify),1975,2024
Missing,Biology,2002,5,5,4,4,5,4,5,4,5,4,4,5,4,2,5,5,5,4,4,5,4,5,5,5,5,5,5,5,4,4,4,5,4,1,0,0,2,4,4,4,4,4,4,2,5,5,5,2,3,4,4,4,4,Study / collaborate at U.S. institution other than their own,1979,2024
Missing,"Fine Arts, Institute of",2009,4,4,3,4,4,3,3,2,3,3,4,3,3,0,4,4,3,3,4,4,3,3,3,3,4,3,4,4,3,1,3,2,3,1,0,0,2,2,2,2,2,2,2,0,1,2,2,1,3,2,2,3,3,Other (please specify),1985,2024
Missing,Hebrew & Judaic Studies/History,2008,4,4,2,2,5,4,1,4,4,4,4,2,2,4,4,2,2,2,4,2,1,4,2,2,2,4,2,2,2,2,4,4,1,1,0,0,4,4,2,2,4,4,2,2,2,4,2,4,2,2,2,4,4,Internship,1975,2024
Missing,French Languages & Literatures,2009,4,2,2,1,5,2,2,3,3,3,3,1,2,2,0,5,0,2,0,5,2,2,0,0,0,0,2,5,0,0,5,2,5,0,0,0,4,4,4,1,4,2,4,1,1,4,1,1,4,2,2,0,0,"Coursework outside their discipline,Individual Development Plan",1973,2024
Missing,"Ancient World, Institute for the Study of",2015,5,2,4,4,4,4,2,2,2,2,1,1,1,2,2,4,5,2,4,4,2,4,4,4,4,4,4,5,4,2,5,2,5,1,0,0,5,5,5,5,5,5,5,5,5,5,5,5,2,3,3,4,4,"International experience outside the U.S.,Coursework outside their discipline,Program or experience to prepare job materials",1990,2024
Missing,Politics,2010,5,2,2,0,4,1,4,4,4,2,4,0,0,4,5,4,5,4,2,4,2,4,4,4,4,4,4,4,4,2,4,2,4,1,0,0,5,1,4,2,4,4,4,4,2,1,1,2,4,4,3,3,4,International experience outside the U.S.,1979,2024
Missing,Comparative Literature,2006,4,4,4,4,4,1,2,2,2,4,4,2,1,0,2,2,1,5,2,5,4,4,4,1,2,1,4,1,4,1,1,4,2,0,0,0,2,4,2,4,4,2,2,4,4,4,4,5,4,4,3,3,3,"International experience outside the U.S.,Study / collaborate at U.S. institution other than their own",1981,2024
Missing,American Studies,2008,4,2,4,4,4,5,4,2,5,2,5,5,4,4,4,4,2,2,2,4,4,2,4,4,4,4,4,2,2,2,2,4,4,1,0,0,2,4,2,5,2,4,4,2,4,5,2,5,3,3,4,3,4,Other (please specify),1990,2024
Missing,Sociology,2009,3,3,4,3,5,1,3,2,3,2,4,2,2,2,3,3,2,3,3,4,4,3,2,2,3,1,3,3,2,1,2,2,2,0,0,0,2,2,1,2,4,2,1,0,0,2,2,1,2,0,1,1,1,Other (please specify),1985,2024
Missing,Sociology,2014,5,4,5,4,4,4,5,2,5,5,5,2,2,0,4,4,5,4,2,4,4,4,4,2,4,5,4,4,4,2,1,2,4,1,1,0,4,4,4,4,4,5,5,1,4,4,5,2,3,2,4,3,4,Missing,1985,2024
Missing,English,2004,4,5,4,5,1,4,4,4,4,1,4,1,0,0,4,5,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,0,1,0,4,1,4,2,2,4,2,1,2,2,1,1,4,2,2,0,4,Program or experience to prepare job materials,1970,2024
Missing,Basic Medical Sciences,2009,4,5,5,2,0,5,4,5,4,5,4,1,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,2,4,4,5,1,0,0,5,1,5,5,5,5,4,2,5,5,4,5,4,4,4,2,3,Missing,1985,2024
Missing,Physics,2009,5,0,0,0,2,0,0,0,0,1,0,0,1,0,2,5,0,2,5,5,4,0,4,1,5,5,5,0,2,0,5,2,5,0,0,0,4,1,4,2,4,4,5,0,1,2,4,0,3,3,0,4,4,"Coursework outside their discipline,Individual Development Plan",1984,2024
Missing,Classics,2011,4,5,4,5,4,5,4,2,1,1,5,4,1,4,2,4,2,5,4,2,4,1,1,0,4,2,1,0,2,0,1,0,2,0,0,0,2,1,2,5,5,4,4,2,2,5,2,1,4,1,3,0,3,"Internship,Study / collaborate at U.S. institution other than their own",1987,2024
Missing,Comparative Literature,2008,5,4,4,4,4,4,4,4,4,4,4,4,4,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,2,2,5,2,2,2,5,2,5,2,2,2,4,3,4,4,4,"Internship,Program or experience to prepare job materials,Individual Development Plan",1981,2024
Missing,Performance Studies,2006,5,4,5,4,4,4,4,2,2,4,2,2,2,4,4,5,4,4,4,5,5,2,2,2,4,2,4,5,4,4,5,4,4,1,0,0,5,5,1,5,2,5,5,1,4,4,1,1,3,2,2,2,4,"Program or experience to prepare job materials,Individual Development Plan",1977,2024
Missing,Spanish & Portuguese Languages & Literatures,2003,5,2,0,0,4,4,4,2,0,2,0,2,2,0,2,5,5,2,5,5,5,5,5,5,5,2,5,5,5,5,5,2,5,1,1,1,5,2,1,2,5,5,5,0,1,2,2,0,3,3,2,2,3,"Coursework outside their discipline,Program or experience to prepare job materials,Other (please specify)",1976,2024
Missing,Philosophy,2000,4,2,1,4,2,4,4,4,4,4,2,2,0,4,5,5,5,5,1,4,2,5,5,4,2,1,4,2,5,2,4,2,2,1,1,0,2,1,5,2,5,2,5,0,1,1,2,2,2,4,3,3,4,Missing,1975,2024
Missing,Performance Studies,2009,5,2,3,3,2,4,4,3,4,3,3,3,4,3,4,4,5,5,3,4,3,4,4,4,5,3,4,3,4,3,4,3,4,1,1,0,4,5,4,5,5,5,5,4,4,5,5,2,4,3,3,4,3,International experience outside the U.S.,1985,2024
Missing,Basic Medical Sciences,2010,5,1,4,5,5,4,5,2,5,2,1,1,5,1,5,4,5,4,1,4,2,5,4,4,4,5,4,5,5,2,2,1,4,1,0,0,4,1,4,5,5,4,4,4,2,1,4,1,3,3,3,2,1,Coursework outside their discipline,1985,2024
Missing,Environmental Health Science,2011,0,4,4,2,2,2,4,4,2,4,2,1,1,2,2,2,4,4,2,4,2,2,2,2,2,2,2,2,1,2,2,2,2,0,1,1,2,1,4,2,2,1,0,1,1,1,2,1,2,1,2,2,3,"Internship,Other (please specify)",1982,2024
Missing,Chemistry,2010,4,4,4,2,2,4,4,2,4,4,4,2,2,1,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,4,2,2,2,1,1,1,5,1,2,5,5,2,2,1,1,2,2,1,4,4,3,1,2,"Internship,Program or experience to prepare job materials,Other (please specify)",1986,2024
Missing,History,2005,5,5,4,2,4,2,4,2,5,2,4,2,4,0,4,2,5,4,2,5,4,5,2,2,5,2,1,1,4,1,2,1,0,1,0,0,4,2,2,2,4,4,2,1,2,4,4,1,4,2,3,2,4,Coursework outside their discipline,1978,2024
Missing,Psychology,2009,5,1,4,5,4,0,5,1,5,4,4,1,4,0,5,5,5,4,4,1,5,5,5,2,5,5,5,5,5,2,4,4,5,1,0,0,2,2,5,5,5,5,5,4,2,4,2,1,3,4,3,1,2,"Study / collaborate at U.S. institution other than their own,Coursework outside their discipline,Program or experience to prepare job materials",1984,2024
Missing,"Fine Arts, Institute of",2009,0,5,5,5,5,5,0,0,0,5,2,0,0,5,0,0,0,2,0,2,1,1,2,0,2,0,1,0,0,0,1,1,0,1,1,1,1,4,2,0,4,4,0,0,4,1,0,0,0,4,2,1,0,Program or experience to prepare job materials,1981,2024
Missing,History,2013,5,4,4,4,4,4,4,2,4,4,2,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,1,1,2,2,2,2,2,1,4,2,2,2,3,3,4,4,4,"Internship,International experience outside the U.S.,Study / collaborate at U.S. institution other than their own,Coursework outside their discipline",1984,2024
Missing,Hebrew & Judaic Studies,2013,5,1,2,4,2,4,5,4,0,2,4,4,4,0,2,2,5,4,4,2,4,5,4,2,5,2,4,2,4,2,4,2,2,1,0,0,2,2,2,2,4,5,4,2,2,2,2,2,4,0,4,4,4,"Coursework outside their discipline,Program or experience to prepare job materials",1987,2024
Missing,Neural Science,2014,5,2,2,2,1,5,5,5,5,5,2,2,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,4,1,0,0,5,5,5,5,5,5,5,5,5,5,5,2,4,4,1,3,4,Other (please specify),1983,2024
Missing,Comparative Literature,2002,4,3,3,3,4,2,2,2,3,3,3,2,2,0,3,4,3,3,3,4,3,3,3,2,3,3,3,3,2,2,3,2,3,1,0,0,2,2,2,2,2,2,1,1,1,2,1,1,3,3,2,2,3,Program or experience to prepare job materials,1977,2024
Missing,Physics,2010,4,5,4,4,5,4,4,2,2,4,4,4,2,4,4,4,5,4,2,4,4,4,4,4,4,2,4,4,4,4,4,1,4,1,0,0,4,1,4,5,4,4,4,1,4,4,4,1,4,4,2,3,4,"Internship,Program or experience to prepare job materials",1988,2024
Missing,Sociology,2011,0,1,1,4,4,1,2,1,4,4,4,0,0,1,1,4,4,4,5,1,5,4,1,0,4,0,5,5,2,1,5,4,5,0,0,0,5,1,4,2,4,4,4,2,0,0,0,5,3,3,4,3,3,Missing,1978,2024
Missing,Mathematics,2015,5,0,1,2,0,4,4,2,4,2,5,2,1,4,4,4,5,5,2,4,2,4,4,4,5,2,4,2,4,2,4,2,4,1,1,0,4,5,4,4,5,5,4,4,4,4,5,2,3,3,4,4,3,Missing,1992,2024
Missing,Comparative Literature,2008,5,1,1,4,2,2,2,1,2,2,2,2,2,0,4,4,2,2,2,4,2,4,4,4,2,4,4,2,2,2,4,1,4,1,1,1,4,4,4,4,2,4,2,2,4,4,4,4,3,3,4,3,3,"International experience outside the U.S.,Study / collaborate at U.S. institution other than their own,Coursework outside their discipline,Program or experience to prepare job materials",1983,2024
Missing,Physics,2014,4,2,4,2,5,2,2,0,2,2,4,4,4,0,1,4,4,2,4,2,4,2,1,0,1,2,1,1,1,0,4,2,4,1,0,0,4,1,1,0,4,5,2,0,4,1,4,0,3,0,2,0,1,Missing,1988,2024
Missing,Comparative Literature,2009,5,2,2,5,5,4,5,4,4,4,4,4,4,1,4,4,5,5,4,4,5,5,4,5,4,4,5,5,5,2,4,4,4,1,1,1,5,2,5,2,5,5,4,2,4,2,4,1,3,2,3,1,4,Missing,1984,2024
